scenario,action,probability
[6♥] [K♦]|medium,call_small,0.2
[6♥] [K♦]|medium,raise_small,0.2
[6♥] [K♦]|medium,raise_mid,0.2
[6♥] [K♦]|medium,raise_high,0.2
[7♣] [7♠]|short,fold,0.2
[7♣] [7♠]|short,call_small,0.2
[7♣] [7♠]|short,raise_small,0.2
[7♣] [7♠]|short,raise_mid,0.2
[7♣] [7♠]|short,raise_high,0.2
[T♥] [A♦]|short,fold,0.2
[T♥] [A♦]|short,call_small,0.2
[T♥] [A♦]|short,raise_small,0.2
[T♥] [A♦]|short,raise_mid,0.2
[T♥] [A♦]|short,raise_high,0.2
[Q♦] [8♦]|short,fold,0.2
[Q♦] [8♦]|short,call_small,0.2
[Q♦] [8♦]|short,raise_small,0.2
[Q♦] [8♦]|short,raise_mid,0.2
[Q♦] [8♦]|short,raise_high,0.2
[6♥] [A♥]|deep,fold,0.2
[6♥] [A♥]|deep,call_small,0.2
[6♥] [A♥]|deep,raise_small,0.2
[6♥] [A♥]|deep,raise_mid,0.2
[6♥] [A♥]|deep,raise_high,0.2
[2♠] [4♣]|medium,fold,0.2
[2♠] [4♣]|medium,call_small,0.2
[2♠] [4♣]|medium,raise_small,0.2
[2♠] [4♣]|medium,raise_mid,0.2
[2♠] [4♣]|medium,raise_high,0.2
[A♠] [8♥]|medium,fold,0.2
[A♠] [8♥]|medium,call_small,0.2
[A♠] [8♥]|medium,raise_small,0.2
[A♠] [8♥]|medium,raise_mid,0.2
[A♠] [8♥]|medium,raise_high,0.2
[4♣] [2♦]|short,fold,0.2
[4♣] [2♦]|short,call_small,0.2
[4♣] [2♦]|short,raise_small,0.2
[4♣] [2♦]|short,raise_mid,0.2
[4♣] [2♦]|short,raise_high,0.2
[J♥] [7♠]|short,fold,0.2
[J♥] [7♠]|short,call_small,0.2
[J♥] [7♠]|short,raise_small,0.2
[J♥] [7♠]|short,raise_mid,0.2
[J♥] [7♠]|short,raise_high,0.2
[Q♦] [8♥]|short,fold,0.2
[Q♦] [8♥]|short,call_small,0.2
[Q♦] [8♥]|short,raise_small,0.2
[Q♦] [8♥]|short,raise_mid,0.2
[Q♦] [8♥]|short,raise_high,0.2
[6♣] [K♦]|short,fold,0.2
[6♣] [K♦]|short,call_small,0.2
[6♣] [K♦]|short,raise_small,0.2
[6♣] [K♦]|short,raise_mid,0.2
[6♣] [K♦]|short,raise_high,0.2
[7♣] [T♦]|medium,fold,0.2
[7♣] [T♦]|medium,call_small,0.2
[7♣] [T♦]|medium,raise_small,0.2
[7♣] [T♦]|medium,raise_mid,0.2
[7♣] [T♦]|medium,raise_high,0.2
[5♥] [5♣]|deep,fold,0.2
[5♥] [5♣]|deep,call_small,0.2
[5♥] [5♣]|deep,raise_small,0.2
[5♥] [5♣]|deep,raise_mid,0.2
[5♥] [5♣]|deep,raise_high,0.2
[K♠] [6♦]|deep,fold,0.2
[K♠] [6♦]|deep,call_small,0.2
[K♠] [6♦]|deep,raise_small,0.2
[K♠] [6♦]|deep,raise_mid,0.2
[K♠] [6♦]|deep,raise_high,0.2
[3♠] [K♣]|short,fold,0.2
[3♠] [K♣]|short,call_small,0.2
[3♠] [K♣]|short,raise_small,0.2
[3♠] [K♣]|short,raise_mid,0.2
[3♠] [K♣]|short,raise_high,0.2
[9♠] [5♠]|deep,fold,0.2
[9♠] [5♠]|deep,call_small,0.2
[9♠] [5♠]|deep,raise_small,0.2
[9♠] [5♠]|deep,raise_mid,0.2
[9♠] [5♠]|deep,raise_high,0.2
[6♥] [A♦]|deep,fold,0.2
[6♥] [A♦]|deep,call_small,0.2
[6♥] [A♦]|deep,raise_small,0.2
[6♥] [A♦]|deep,raise_mid,0.2
[6♥] [A♦]|deep,raise_high,0.2
[5♠] [J♥]|deep,fold,0.2
[5♠] [J♥]|deep,call_small,0.2
[5♠] [J♥]|deep,raise_small,0.2
[5♠] [J♥]|deep,raise_mid,0.2
[5♠] [J♥]|deep,raise_high,0.2
[3♥] [Q♠]|medium,fold,0.2
[3♥] [Q♠]|medium,call_small,0.2
[3♥] [Q♠]|medium,raise_small,0.2
[3♥] [Q♠]|medium,raise_mid,0.2
[3♥] [Q♠]|medium,raise_high,0.2
[Q♥] [5♠]|short,fold,0.2
[Q♥] [5♠]|short,call_small,0.2
[Q♥] [5♠]|short,raise_small,0.2
[Q♥] [5♠]|short,raise_mid,0.2
[Q♥] [5♠]|short,raise_high,0.2
[4♥] [Q♠]|deep,fold,0.2
[4♥] [Q♠]|deep,call_small,0.2
[4♥] [Q♠]|deep,raise_small,0.2
[4♥] [Q♠]|deep,raise_mid,0.2
[4♥] [Q♠]|deep,raise_high,0.2
[9♥] [7♣]|short,fold,0.2
[9♥] [7♣]|short,call_small,0.2
[9♥] [7♣]|short,raise_small,0.2
[9♥] [7♣]|short,raise_mid,0.2
[9♥] [7♣]|short,raise_high,0.2
[7♠] [T♠]|medium,fold,0.2
[7♠] [T♠]|medium,call_small,0.2
[7♠] [T♠]|medium,raise_small,0.2
[7♠] [T♠]|medium,raise_mid,0.2
[7♠] [T♠]|medium,raise_high,0.2
[3♦] [5♣]|medium,fold,0.2
[3♦] [5♣]|medium,call_small,0.2
[3♦] [5♣]|medium,raise_small,0.2
[3♦] [5♣]|medium,raise_mid,0.2
[3♦] [5♣]|medium,raise_high,0.2
[T♠] [4♣]|medium,fold,0.2
[T♠] [4♣]|medium,call_small,0.2
[T♠] [4♣]|medium,raise_small,0.2
[T♠] [4♣]|medium,raise_mid,0.2
[T♠] [4♣]|medium,raise_high,0.2
[3♦] [J♥]|medium,fold,0.2
[3♦] [J♥]|medium,call_small,0.2
[3♦] [J♥]|medium,raise_small,0.2
[3♦] [J♥]|medium,raise_mid,0.2
[3♦] [J♥]|medium,raise_high,0.2
[T♠] [3♥]|medium,fold,0.2
[T♠] [3♥]|medium,call_small,0.2
[T♠] [3♥]|medium,raise_small,0.2
[T♠] [3♥]|medium,raise_mid,0.2
[T♠] [3♥]|medium,raise_high,0.2
[9♠] [A♠]|short,fold,0.2
[9♠] [A♠]|short,call_small,0.2
[9♠] [A♠]|short,raise_small,0.2
[9♠] [A♠]|short,raise_mid,0.2
[9♠] [A♠]|short,raise_high,0.2
[T♦] [8♥]|deep,fold,0.2
[T♦] [8♥]|deep,call_small,0.2
[T♦] [8♥]|deep,raise_small,0.2
[T♦] [8♥]|deep,raise_mid,0.2
[T♦] [8♥]|deep,raise_high,0.2
[2♣] [4♣]|deep,fold,0.2
[2♣] [4♣]|deep,call_small,0.2
[2♣] [4♣]|deep,raise_small,0.2
[2♣] [4♣]|deep,raise_mid,0.2
[2♣] [4♣]|deep,raise_high,0.2
[6♠] [3♣]|medium,fold,0.2
[6♠] [3♣]|medium,call_small,0.2
[6♠] [3♣]|medium,raise_small,0.2
[6♠] [3♣]|medium,raise_mid,0.2
[6♠] [3♣]|medium,raise_high,0.2
[7♦] [T♥]|deep,fold,0.2
[7♦] [T♥]|deep,call_small,0.2
[7♦] [T♥]|deep,raise_small,0.2
[7♦] [T♥]|deep,raise_mid,0.2
[7♦] [T♥]|deep,raise_high,0.2
[7♠] [T♥]|short,fold,0.2
[7♠] [T♥]|short,call_small,0.2
[7♠] [T♥]|short,raise_small,0.2
[7♠] [T♥]|short,raise_mid,0.2
[7♠] [T♥]|short,raise_high,0.2
[7♥] [T♣]|short,fold,0.2
[7♥] [T♣]|short,call_small,0.2
[7♥] [T♣]|short,raise_small,0.2
[7♥] [T♣]|short,raise_mid,0.2
[7♥] [T♣]|short,raise_high,0.2
[9♦] [6♥]|deep,fold,0.2
[9♦] [6♥]|deep,call_small,0.2
[9♦] [6♥]|deep,raise_small,0.2
[9♦] [6♥]|deep,raise_mid,0.2
[9♦] [6♥]|deep,raise_high,0.2
[A♠] [Q♠]|deep,fold,0.2
[A♠] [Q♠]|deep,call_small,0.2
[A♠] [Q♠]|deep,raise_small,0.2
[A♠] [Q♠]|deep,raise_mid,0.2
[A♠] [Q♠]|deep,raise_high,0.2
[6♣] [2♠]|medium,fold,0.2
[6♣] [2♠]|medium,call_small,0.2
[6♣] [2♠]|medium,raise_small,0.2
[6♣] [2♠]|medium,raise_mid,0.2
[6♣] [2♠]|medium,raise_high,0.2
[7♥] [3♥]|deep,fold,0.2
[7♥] [3♥]|deep,call_small,0.2
[7♥] [3♥]|deep,raise_small,0.2
[7♥] [3♥]|deep,raise_mid,0.2
[7♥] [3♥]|deep,raise_high,0.2
[K♦] [7♥]|deep,fold,0.2
[K♦] [7♥]|deep,call_small,0.2
[K♦] [7♥]|deep,raise_small,0.2
[K♦] [7♥]|deep,raise_mid,0.2
[K♦] [7♥]|deep,raise_high,0.2
[T♦] [Q♥]|medium,fold,0.2
[T♦] [Q♥]|medium,call_small,0.2
[T♦] [Q♥]|medium,raise_small,0.2
[T♦] [Q♥]|medium,raise_mid,0.2
[T♦] [Q♥]|medium,raise_high,0.2
[9♠] [8♣]|deep,fold,0.2
[9♠] [8♣]|deep,call_small,0.2
[9♠] [8♣]|deep,raise_small,0.2
[9♠] [8♣]|deep,raise_mid,0.2
[9♠] [8♣]|deep,raise_high,0.2
[A♠] [5♣]|short,fold,0.2
[A♠] [5♣]|short,call_small,0.2
[A♠] [5♣]|short,raise_small,0.2
[A♠] [5♣]|short,raise_mid,0.2
[A♠] [5♣]|short,raise_high,0.2
[3♦] [J♦]|short,fold,0.2
[3♦] [J♦]|short,call_small,0.2
[3♦] [J♦]|short,raise_small,0.2
[3♦] [J♦]|short,raise_mid,0.2
[3♦] [J♦]|short,raise_high,0.2
[4♠] [2♣]|short,fold,0.2
[4♠] [2♣]|short,call_small,0.2
[4♠] [2♣]|short,raise_small,0.2
[4♠] [2♣]|short,raise_mid,0.2
[4♠] [2♣]|short,raise_high,0.2
[4♠] [8♣]|deep,fold,0.2
[4♠] [8♣]|deep,call_small,0.2
[4♠] [8♣]|deep,raise_small,0.2
[4♠] [8♣]|deep,raise_mid,0.2
[4♠] [8♣]|deep,raise_high,0.2
[8♦] [A♣]|deep,fold,0.2
[8♦] [A♣]|deep,call_small,0.2
[8♦] [A♣]|deep,raise_small,0.2
[8♦] [A♣]|deep,raise_mid,0.2
[8♦] [A♣]|deep,raise_high,0.2
[6♥] [A♥]|medium,fold,0.2
[6♥] [A♥]|medium,call_small,0.2
[6♥] [A♥]|medium,raise_small,0.2
[6♥] [A♥]|medium,raise_mid,0.2
[6♥] [A♥]|medium,raise_high,0.2
[A♦] [4♣]|deep,fold,0.2
[A♦] [4♣]|deep,call_small,0.2
[A♦] [4♣]|deep,raise_small,0.2
[A♦] [4♣]|deep,raise_mid,0.2
[A♦] [4♣]|deep,raise_high,0.2
[K♣] [J♦]|medium,fold,0.2
[K♣] [J♦]|medium,call_small,0.2
[K♣] [J♦]|medium,raise_small,0.2
[K♣] [J♦]|medium,raise_mid,0.2
[K♣] [J♦]|medium,raise_high,0.2
[5♥] [T♦]|medium,fold,0.2
[5♥] [T♦]|medium,call_small,0.2
[5♥] [T♦]|medium,raise_small,0.2
[5♥] [T♦]|medium,raise_mid,0.2
[5♥] [T♦]|medium,raise_high,0.2
[A♠] [T♦]|short,fold,0.2
[A♠] [T♦]|short,call_small,0.2
[A♠] [T♦]|short,raise_small,0.2
[A♠] [T♦]|short,raise_mid,0.2
[A♠] [T♦]|short,raise_high,0.2
[9♣] [9♥]|medium,fold,0.2
[9♣] [9♥]|medium,call_small,0.2
[9♣] [9♥]|medium,raise_small,0.2
[9♣] [9♥]|medium,raise_mid,0.2
[9♣] [9♥]|medium,raise_high,0.2
[K♣] [3♦]|medium,fold,0.2
[K♣] [3♦]|medium,call_small,0.2
[K♣] [3♦]|medium,raise_small,0.2
[K♣] [3♦]|medium,raise_mid,0.2
[K♣] [3♦]|medium,raise_high,0.2
[K♣] [4♦]|short,fold,0.2
[K♣] [4♦]|short,call_small,0.2
[K♣] [4♦]|short,raise_small,0.2
[K♣] [4♦]|short,raise_mid,0.2
[K♣] [4♦]|short,raise_high,0.2
[Q♦] [8♣]|medium,fold,0.2
[Q♦] [8♣]|medium,call_small,0.2
[Q♦] [8♣]|medium,raise_small,0.2
[Q♦] [8♣]|medium,raise_mid,0.2
[Q♦] [8♣]|medium,raise_high,0.2
[5♦] [2♠]|deep,fold,0.2
[5♦] [2♠]|deep,call_small,0.2
[5♦] [2♠]|deep,raise_small,0.2
[5♦] [2♠]|deep,raise_mid,0.2
[5♦] [2♠]|deep,raise_high,0.2
[K♠] [8♥]|short,fold,0.2
[K♠] [8♥]|short,call_small,0.2
[K♠] [8♥]|short,raise_small,0.2
[K♠] [8♥]|short,raise_mid,0.2
[K♠] [8♥]|short,raise_high,0.2
[J♦] [4♠]|deep,fold,0.2
[J♦] [4♠]|deep,call_small,0.2
[J♦] [4♠]|deep,raise_small,0.2
[J♦] [4♠]|deep,raise_mid,0.2
[J♦] [4♠]|deep,raise_high,0.2
