hand_category,position,stack_depth,blinds_level,villain_stack_category,opponent_action,is_3bet,action_history,final_pot_bb,hero_payoff,hero_won,showdown,hero_cards,villain_cards,timestamp,scenario_key
trash,BB,deep,high,very_deep,fold,False,"[{'actor': 'villain', 'action': 'fold', 'is_hero': False}]",1.5,0.75,True,False,[8♠] [7♠],[T♠] [2♥],2025-08-11T11:06:58.401730,trash|BB|deep|high
trash,BTN,deep,high,deep,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[9♣] [4♣],[3♥] [2♣],2025-08-11T11:06:58.402360,trash|BTN|deep|high
trash,BTN,short,low,very_deep,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[Q♦] [T♦],[8♥] [4♦],2025-08-11T11:06:58.403077,trash|BTN|short|low
trash,BB,deep,low,very_deep,call_high,False,"[{'actor': 'villain', 'action': 'call_small', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'call_high', 'is_hero': False}]",85.77,-42.885,False,True,[9♠] [2♦],[K♠] [K♦],2025-08-11T11:06:58.848742,trash|BB|deep|low
trash,BB,deep,low,very_deep,raise_high,False,"[{'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'call_mid', 'is_hero': True}]",16.1,8.05,True,True,[8♠] [Q♥],[3♥] [7♥],2025-08-11T11:06:59.294124,trash|BB|deep|low
trash,BTN,medium,low,very_deep,fold,False,"[{'actor': 'hero', 'action': 'call_small', 'is_hero': True}, {'actor': 'villain', 'action': 'fold', 'is_hero': False}]",5.7,2.85,True,False,[9♥] [4♦],[4♠] [9♣],2025-08-11T11:06:59.294881,trash|BTN|medium|low
trash,BTN,deep,medium,deep,raise_mid,True,"[{'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_mid', 'is_hero': False}]",163.5,81.75,True,True,[J♠] [2♥],[4♣] [T♥],2025-08-11T11:06:59.740367,trash|BTN|deep|medium
trash,BB,very_deep,medium,very_deep,raise_small,True,"[{'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'call_high', 'is_hero': True}]",117.65,58.825,True,True,[4♦] [2♥],[2♦] [5♠],2025-08-11T11:07:00.190160,trash|BB|very_deep|medium
trash,BB,very_deep,low,very_deep,call_mid,False,"[{'actor': 'villain', 'action': 'call_small', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'call_mid', 'is_hero': False}]",57.17,28.585,True,True,[6♣] [9♥],[6♥] [2♥],2025-08-11T11:07:00.642362,trash|BB|very_deep|low
trash,BTN,very_deep,low,deep,raise_high,False,"[{'actor': 'hero', 'action': 'call_small', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'call_small', 'is_hero': True}]",94.41000000000001,-47.205000000000005,False,True,[8♦] [Q♠],[K♥] [8♣],2025-08-11T11:07:01.086629,trash|BTN|very_deep|low
