iteration,time_per_iteration,total_elapsed_time,average_regret,max_regret,unique_scenarios_visited,scenario_coverage_0_10,scenario_coverage_11_25,scenario_coverage_26_50,scenario_coverage_51_100,scenario_coverage_100_plus
0,0.21949267387390137,0.21949267387390137,0.029391304347826087,0.12608695652173912,1,1,0,0,0,0
50,10.7991464138031,11.018639087677002,0.4563869003194396,7.9,18,18,0,0,0,0
99,10.681917905807495,21.700556993484497,0.8253911390767587,11.100000000000001,20,20,0,0,0,0
